# index, male, _pos
9614,0,"array([ 40.6619834 , -12.87745052])"
9615,0,"array([ 18.94977328, -26.95901696])"
9616,0,"array([17.44286888, 12.0631108 ])"
9617,0,"array([ 2.96557945, 10.04023025])"
9618,0,"array([ 9.80393079, 10.31460402])"
9619,0,"array([12.02101597,  2.05697849])"
9620,0,"array([-5.56639204, -9.17919029])"
9621,0,"array([-6.51514653, -8.4661378 ])"
9622,0,"array([26.74486133,  6.04685903])"
9623,1,"array([23.46007012,  1.44265585])"
9624,0,"array([21.46541964, 11.16973284])"
9625,0,"array([ 35.8972905 , -28.37757364])"
9626,1,"array([20.92833083, -5.21748363])"
9627,1,"array([ 5.22550903, 13.32170478])"
9628,0,"array([8.14799562, 3.93352145])"
9629,0,"array([ 18.69873088, -12.71954353])"
9630,0,"array([ 11.65177537, -22.2555419 ])"
9631,0,"array([ 24.28046803, -10.60731701])"
9632,0,"array([ 9.79168105, -0.13799573])"
9633,0,"array([ -3.05523308, -10.34894014])"
9634,1,"array([  1.43577994, -29.18216324])"
9635,0,"array([14.26329947, -7.07016689])"
9636,0,"array([12.94941643, -4.98101182])"
9637,1,"array([29.18707901,  9.40096574])"
9638,0,"array([25.53970665,  6.14257521])"
9639,0,"array([ 20.86807756, -10.4011908 ])"
9640,0,"array([-10.82656146, -16.66937162])"
9641,0,"array([20.67179165,  9.28368165])"
9642,0,"array([-8.13506373, -9.85437496])"
9643,0,"array([23.02586018, -1.893288  ])"
9644,1,"array([13.57017879, -8.45592953])"
9645,1,"array([  8.50119809, -10.92073185])"
9646,1,"array([ 3.59080063, -2.69433677])"
9647,0,"array([ 3.93941661, -3.56687969])"
9648,0,"array([3.5395408 , 3.82581514])"
9649,0,"array([14.66966083,  2.12779987])"
9650,0,"array([18.47098943, 23.23023617])"
9651,0,"array([23.37826907, -4.03049051])"
9652,1,"array([26.41089734,  7.13135149])"
9653,1,"array([33.41360409,  1.22277506])"
9654,1,"array([  9.94107048, -29.80451542])"
9655,1,"array([18.92621282,  5.0296519 ])"
9656,1,"array([ 5.95404408, -9.26921851])"
9657,0,"array([10.55803117,  1.68757247])"
9658,0,"array([ -0.32450119, -33.34164377])"
9659,0,"array([30.03313421,  5.04923259])"
9660,0,"array([19.09568748,  6.98933919])"
9661,0,"array([34.03963345, -9.51637914])"
9662,0,"array([20.822858  ,  3.30489896])"
9663,0,"array([-5.94830672,  4.30059628])"
9664,1,"array([33.01081583,  7.29296646])"
9665,1,"array([ 8.44902682, 20.18241184])"
9666,0,"array([ 8.35040463, 14.79606031])"
9667,1,"array([14.66531338, -5.59813772])"
9668,1,"array([-102.56430485,  -45.58874497])"
9669,0,"array([-101.65388447,  -45.59942031])"
9670,0,"array([18.06550139, -2.24007946])"
9671,0,"array([ 14.6589582 , -12.25642663])"
9672,0,"array([ 11.01692128, -19.86944121])"
9673,1,"array([11.6636561 , -2.78398479])"
9674,0,"array([8.29432826, 3.11685548])"
9675,0,"array([ 7.46710338, -8.73030604])"
9676,0,"array([ 3.1498999, 11.1129106])"
9677,0,"array([ -7.78847504, -11.22058419])"
9678,0,"array([19.88995232, 10.39238661])"
9679,0,"array([-5.80716862, -9.5271848 ])"
9680,0,"array([  9.21258731, -12.12569017])"
9681,0,"array([  9.51158593, -10.44630589])"
9682,1,"array([26.05330576,  7.74626582])"
9683,1,"array([  4.09810998, -21.03319666])"
9684,1,"array([-4.57682525, -7.90662008])"
9685,1,"array([ 29.06940688, -26.30409598])"
9686,1,"array([ 27.23978644, -29.7827158 ])"
9687,1,"array([ 19.36351696, -34.97434297])"
9688,1,"array([ 25.52563138, -20.17709733])"
9689,0,"array([ 24.46557519, -17.81954024])"
9690,0,"array([ 1.21068144, -8.7399271 ])"
9691,0,"array([ 29.69726265, -10.44779812])"
9692,0,"array([16.99904536,  1.09074264])"
9693,0,"array([8.01685039, 1.40739562])"
9694,0,"array([ 8.25694134, -8.9545049 ])"
9695,0,"array([ 24.22341845, -21.45604187])"
9696,1,"array([ 24.21409891, -13.35681095])"
9697,0,"array([20.56063562, -9.88849477])"
9698,1,"array([18.62910205, 26.97072477])"
9699,0,"array([ 4.39523058, -7.03975046])"
9700,0,"array([11.77316966,  2.85412287])"
9701,0,"array([13.43415801, -6.50002506])"
9702,0,"array([ 2.66504175, 17.65888237])"
9703,0,"array([  7.09132643, -26.90418808])"
9704,0,"array([ -2.78486087, -34.21448738])"
9705,1,"array([  1.38833358, -15.04337959])"
9706,1,"array([-73.14935982,  68.45611016])"
9707,0,"array([-72.32925326,  68.84766174])"
9708,1,"array([ 23.52106645, -21.85798486])"
9709,1,"array([25.24440032, 19.25640554])"
9710,1,"array([75.79153172, 86.60759593])"
9711,0,"array([76.39320635, 85.93038846])"
9712,1,"array([ 15.10395918, -27.08152545])"
9713,0,"array([ 14.33772237, -31.62167057])"
9714,0,"array([15.42248819, -8.99883273])"
9715,0,"array([15.31364934, -5.72480734])"
9716,0,"array([ 8.05018571, -1.32725827])"
9717,1,"array([17.53926399, -2.7380873 ])"
9718,0,"array([19.65183725, -6.99145757])"
9719,1,"array([43.60965874, -9.59716304])"
9720,0,"array([  1.43064403, -10.02092926])"
9721,1,"array([ 67.91989445, 118.16498788])"
9722,0,"array([ 67.17449526, 117.64889261])"
9723,0,"array([ 40.0710335 , -15.93710251])"
9724,0,"array([ -9.37702364, -11.66256319])"
9725,0,"array([20.26559158, -9.98901648])"
9726,0,"array([ 32.38761238, -28.60042862])"
9727,0,"array([ 9.65042967, -4.8151282 ])"
9728,0,"array([ 20.73415546, -38.10379652])"
9729,1,"array([135.29795805,  -9.40591888])"
9730,0,"array([134.73119058,  -8.72070933])"
9731,1,"array([23.4375736 , -0.90923522])"
9732,1,"array([ 39.88501202, -12.42255309])"
9733,0,"array([ 44.19002032, -13.62421686])"
9734,1,"array([-94.36612454, -31.36683538])"
9735,0,"array([-94.82445307, -32.16145908])"
9736,1,"array([  5.57760907, -30.74458359])"
9737,1,"array([ -8.81001807, -10.64679743])"
9738,0,"array([20.45567258, -4.15778697])"
9739,0,"array([11.95997978, -9.84865426])"
9740,0,"array([23.4120371 , -7.94827591])"
9741,0,"array([14.58079094, -1.08098423])"
9742,1,"array([-14.17493987, -12.53081305])"
9743,0,"array([-18.98117676, -13.7504473 ])"
9744,0,"array([12.84184997, -7.84826129])"
9745,0,"array([ 3.06566798, -3.49712631])"
9746,0,"array([  5.98165342, -29.88233565])"
9747,1,"array([ 32.33045831, -10.91849981])"
9748,1,"array([ 20.05623994, -12.66390326])"
9749,1,"array([ 4.45180436, 15.43641286])"
9750,0,"array([ 4.08137453, 13.03094305])"
9751,1,"array([ 35.98698251, -18.4036978 ])"
9752,1,"array([27.35030639, 15.16668247])"
9753,1,"array([29.24669229, 11.9972529 ])"
9754,1,"array([  7.57894249, -23.40570545])"
9755,1,"array([ 3.08951767, 21.37310864])"
9756,1,"array([-102.77000994,  -39.33776893])"
9757,0,"array([-101.89511353,  -39.16140047])"
9758,0,"array([ 9.02133115, 13.25510313])"
9759,0,"array([ 9.62778432, 12.28045995])"
9760,0,"array([ 7.75529332, -3.59805353])"
9761,0,"array([ 13.48353411, -10.1991231 ])"
9762,1,"array([10.35704753, -9.60834054])"
9763,0,"array([  6.39120996, -14.33507255])"
9764,0,"array([20.52838053,  9.5225237 ])"
9765,0,"array([  8.0957259 , -32.17430014])"
9766,1,"array([26.3350016 ,  8.41200019])"
9767,1,"array([17.6391305 , -4.19370554])"
9768,0,"array([13.18436484, -7.25166674])"
9769,0,"array([ 14.83691816, -12.90202847])"
9770,0,"array([ 8.9907629 , -0.65400189])"
9771,0,"array([39.63007874, -9.01223517])"
9772,0,"array([ 6.36580572, -0.83660509])"
9773,0,"array([14.47511973, -3.07998524])"
9774,0,"array([ -4.91651765, -16.37538903])"
9775,0,"array([33.51299819,  4.12731314])"
9776,0,"array([ 19.09721901, -12.23983821])"
9777,0,"array([25.28899219,  5.60020992])"
9778,0,"array([11.96270651,  1.09867996])"
9779,1,"array([  1.71010904, -30.76577031])"
9780,1,"array([120.06742857,  49.05750956])"
9781,0,"array([119.15690658,  49.09774761])"
9782,1,"array([ 20.89888137, -32.80861064])"
9783,0,"array([ 19.34654791, -28.76465062])"
9784,1,"array([ 21.34748953, -32.49606029])"
9785,1,"array([ 17.23270907, -25.90672904])"
9786,1,"array([-5.93679663, -7.21713046])"
9787,1,"array([  6.04888422, -26.51200287])"
9788,0,"array([  7.31270515, -28.70615913])"
9789,1,"array([15.89627829,  2.73251008])"
9790,0,"array([ 3.66654293, -5.43623942])"
9791,0,"array([44.17443074, 11.08297009])"
9792,0,"array([12.73122728, -5.23675611])"
9793,0,"array([ 13.52128256, -21.08671765])"
9794,0,"array([ 16.80654601, -19.84780324])"
9795,1,"array([  7.66735343, -15.60958474])"
9796,1,"array([111.42641323, -56.8557617 ])"
9797,0,"array([110.69775959, -57.39999562])"
9798,1,"array([-3.40524901, 15.2058069 ])"
9799,1,"array([ 5.35467295, 16.5518663 ])"
9800,1,"array([20.75795011, 19.06995639])"
9801,0,"array([20.78511561, 13.83649959])"
9802,1,"array([ -1.69993389, -23.63076452])"
9803,1,"array([ 8.29958873, 13.55609439])"
9804,1,"array([ 2.81050249, 13.616784  ])"
9805,1,"array([ 38.66051661, -21.54997176])"
9806,0,"array([ 33.7798551 , -16.71702156])"
9807,1,"array([ 28.14995812, -26.32085364])"
9808,0,"array([ 20.0096846 , -17.72408877])"
9809,0,"array([ 13.70166706, -20.44688394])"
9810,0,"array([27.14326175, -8.55014544])"
9811,0,"array([ 35.58000882, -28.88997235])"
9812,0,"array([  4.32241559, -17.94747962])"
9813,1,"array([19.05676759, -8.85855049])"
9814,1,"array([52.83756186, 11.02877384])"
9815,1,"array([ 27.2720964 , -20.83147596])"
9816,1,"array([  9.69358906, -25.35614476])"
9817,1,"array([ 22.95488308, -13.1405936 ])"
9818,1,"array([ -4.27366716, -17.12973128])"
9819,0,"array([ -7.81649304, -21.30582108])"
9820,1,"array([  8.78485723, -16.69650591])"
9821,0,"array([34.56108371, -3.97735426])"
9822,0,"array([19.96671866, 16.09660614])"
9823,0,"array([19.42831409, -3.72824024])"
9824,0,"array([ 9.75605779, 15.9145349 ])"
9825,0,"array([22.6892342 ,  0.89356785])"
9826,0,"array([24.77100155, -5.95376538])"
9827,0,"array([ 12.99646189, -11.22497714])"
9828,0,"array([ 21.46186989, -21.92981768])"
9829,0,"array([27.17653401,  0.43426919])"
9830,0,"array([17.01516462,  4.42745272])"
9831,0,"array([12.11480494, -9.34679775])"
9832,0,"array([ 19.84064329, -36.76664988])"
9833,1,"array([-4.58543631, -7.49740631])"
9834,1,"array([ -4.95988415, -13.45311442])"
9835,1,"array([ 8.46706421, -8.92777229])"
9836,1,"array([ 26.41023535, -15.10934708])"
9837,0,"array([-6.71961284, -6.60055536])"
9838,0,"array([15.53682477, -5.13108075])"
9839,0,"array([39.34901915, -0.37845767])"
9840,0,"array([15.34975471, -5.011745  ])"
9841,0,"array([  1.35747938, -13.99415092])"
9842,0,"array([ 28.33782003, -21.86592578])"
9843,0,"array([ 14.69134578, -11.18025855])"
9844,0,"array([23.9660514 , 14.68275605])"
9845,0,"array([27.05176146,  6.56943413])"
9846,1,"array([31.0120777 ,  8.42944112])"
9847,1,"array([ 9.83387543, 13.01460766])"
9848,0,"array([ 9.58273537, 19.21111583])"
9849,0,"array([ 17.74167666, -25.92593829])"
9850,0,"array([ 16.91244563, -17.08629741])"
9851,1,"array([-9.61023992, -9.05328304])"
9852,1,"array([25.75262863, 21.27977397])"
9853,1,"array([ -41.86611365, -119.12091847])"
9854,0,"array([ -42.20111218, -119.99447813])"
9855,1,"array([24.32081308,  6.41906819])"
9856,1,"array([ -9.47536711, -11.99670213])"
9857,0,"array([ 6.94147621, -8.8356661 ])"
9858,0,"array([12.58385363, -4.1971143 ])"
9859,0,"array([ 31.19243827, -14.0775527 ])"
9860,0,"array([ 9.15846385, -1.25261121])"
9861,0,"array([-4.59538885, -5.98621306])"
9862,0,"array([23.53867452, -3.31378   ])"
9863,0,"array([-9.44178156, -3.60784932])"
9864,0,"array([21.78428024, -2.4615471 ])"
9865,0,"array([16.97934682, -9.89331363])"
9866,1,"array([23.8519163 ,  4.25850498])"
9867,1,"array([-11.25379193,  -8.34472816])"
9868,0,"array([  1.67137016, -13.10739819])"
9869,1,"array([15.2110059 , 13.51023542])"
9870,1,"array([-0.65198436, 14.3995601 ])"
9871,0,"array([ 3.62893675, 11.90491197])"
9872,1,"array([30.66434274,  9.81368078])"
9873,1,"array([  7.21911369, -29.59271972])"
9874,1,"array([ -6.39039407, -13.00433526])"
9875,0,"array([ -4.6405188 , -13.63489483])"
9876,1,"array([11.92977126,  3.48133958])"
9877,0,"array([14.27942588, -6.80407788])"
9878,0,"array([4.15924655, 0.40378863])"
9879,0,"array([ 4.11998329, -6.44461463])"
9880,1,"array([4.20293086, 3.01221881])"
9881,0,"array([-0.58128651,  5.74892711])"
9882,0,"array([ 20.37947069, -38.66549737])"
9883,1,"array([ 4.72480752, -8.97995681])"
9884,1,"array([ -3.98124599, -15.40258666])"
9885,0,"array([ 2.70909044, -9.21044113])"
9886,0,"array([-10.19153178, -10.96764722])"
9887,0,"array([ 9.16033314, 19.56164496])"
9888,1,"array([2.40078396, 4.60428919])"
9889,0,"array([-3.23574721,  7.66613475])"
9890,0,"array([ 18.77615811, -11.86410293])"
9891,0,"array([ 9.25145293, 16.69055448])"
9892,1,"array([22.93374909,  5.42622156])"
9893,0,"array([-2.72490389,  8.47930484])"
9894,1,"array([ 4.89709586, 14.34941695])"
9895,1,"array([  9.078607  , -23.79162484])"
9896,1,"array([ 7.81313815, 15.3637206 ])"
9897,1,"array([17.97973231,  6.0744083 ])"
9898,1,"array([ 27.86824958, -25.99237004])"
9899,0,"array([3.50797897, 8.57899006])"
9900,0,"array([ 6.19763548, -9.4586632 ])"
9901,0,"array([20.68905748, 10.18747849])"
9902,0,"array([9.64491689, 3.37235165])"
9903,0,"array([-13.19337478,  -2.28921891])"
9904,1,"array([ -9.01328799, -12.44206025])"
9905,1,"array([ 12.37197432, -22.47971003])"
9906,1,"array([30.93542423,  9.10413129])"
9907,1,"array([-8.55234101, -7.06209479])"
9908,1,"array([ 23.21065195, -20.32914941])"
9909,1,"array([-4.35427093, -9.81044731])"
9910,0,"array([13.75076381,  1.6695851 ])"
9911,0,"array([15.86646624, -0.25571839])"
9912,0,"array([13.3043558 , -2.00583069])"
9913,0,"array([25.30754969, -3.90073839])"
9914,0,"array([ 0.36919931, -4.73476338])"
9915,0,"array([11.04032823, 17.75837802])"
9916,0,"array([20.5794453 ,  3.50812603])"
9917,0,"array([ 15.11449809, -24.24389536])"
9918,0,"array([27.61753383,  5.75864349])"
9919,0,"array([11.76649687, -7.77984676])"
9920,0,"array([24.92517943,  8.23358281])"
9921,0,"array([ 9.79435906, -9.39096734])"
9922,0,"array([ 19.94721061, -38.19971159])"
9923,0,"array([ 40.97547404, -11.17209508])"
9924,1,"array([19.03871985, -3.3847087 ])"
9925,1,"array([6.38383332, 0.00852808])"
9926,1,"array([ 30.14438763, -17.58447799])"
9927,1,"array([-1.39053724,  3.54488887])"
9928,1,"array([ -4.48835502, -11.87769383])"
9929,1,"array([17.18714   ,  4.05037426])"
9930,1,"array([11.5406504,  8.6320946])"
9931,0,"array([ 5.84996468, -9.88526627])"
9932,0,"array([  4.16871126, -22.14062562])"
9933,0,"array([ 41.09266884, -24.38780838])"
9934,0,"array([ -7.54821332, -11.45539951])"
9935,1,"array([-6.15808206,  1.26300166])"
9936,0,"array([-2.02415024, -1.21862993])"
9937,1,"array([31.58448483,  3.55332016])"
9938,0,"array([27.89848274,  1.06970595])"
9939,1,"array([ 25.38873977, -25.22067888])"
9940,0,"array([ 25.95266252, -24.06519612])"
9941,0,"array([20.86070071, -2.01200994])"
9942,0,"array([ 17.80356544, -16.63128954])"
9943,0,"array([ 29.60464582, -12.11994588])"
9944,0,"array([10.05913515, -8.61374959])"
9945,0,"array([20.10959142,  1.06834364])"
9946,0,"array([16.86704924, 14.46397895])"
9947,0,"array([ -9.47926658, -14.62258111])"
9948,0,"array([  8.88986109, -33.56233134])"
9949,0,"array([ 23.50452497, -15.34363397])"
9950,1,"array([30.56440082, 14.83669224])"
9951,0,"array([27.80464206, 11.33534339])"
9952,1,"array([15.01137054, -4.33127553])"
9953,1,"array([24.99012938,  3.32198523])"
9954,0,"array([20.33399344,  0.53449856])"
9955,1,"array([ 14.50124838, -26.26844732])"
9956,1,"array([ 9.60191037, 18.36314461])"
9957,0,"array([10.19110409, 21.30953206])"
9958,0,"array([ 30.96752026, -10.21109024])"
9959,0,"array([ 3.95913585, -1.69257517])"
9960,0,"array([10.0474653 ,  2.28461296])"
9961,0,"array([16.78294684, -4.44073067])"
9962,0,"array([11.17886652, -3.20302513])"
9963,1,"array([ 23.20944835, -21.09928836])"
9964,1,"array([28.53129279, -9.10113972])"
9965,0,"array([ 32.02755574, -10.34160633])"
9966,0,"array([9.86201504, 2.73075814])"
9967,1,"array([4.30361933, 9.8442353 ])"
9968,0,"array([1.36237192, 9.11177649])"
9969,1,"array([-3.22604497, 11.00433791])"
9970,0,"array([0.58070488, 8.58657184])"
9971,1,"array([ 27.3919024 , -28.56214841])"
9972,1,"array([ 27.77940547, -21.45347002])"
9973,0,"array([ 29.63968358, -13.83298004])"
9974,0,"array([36.09212656, -5.73050296])"
9975,0,"array([ 0.27292198, -4.41287319])"
9976,0,"array([16.24570158, -2.31641393])"
9977,0,"array([ 18.08670465, -12.56083812])"
9978,0,"array([14.22696125, 20.90223308])"
9979,0,"array([21.51243679, -8.90360356])"
9980,0,"array([  6.56294757, -21.82160843])"
9981,0,"array([36.33818705, -7.97657556])"
9982,0,"array([ 9.87208628, -8.27528674])"
9983,0,"array([ 5.89322334, -8.83917888])"
9984,0,"array([11.16513712, -2.40736483])"
9985,0,"array([ -2.87674009, -21.49931176])"
9986,0,"array([6.58210878, 2.38836796])"
9987,0,"array([21.06318282, -2.19775158])"
9988,0,"array([ -1.09504136, -20.19778281])"
9989,1,"array([10.29277612, 13.27581898])"
9990,1,"array([25.04973425,  1.74817681])"
9991,1,"array([ 8.40549193, -5.14387052])"
9992,1,"array([27.76197064,  6.39088228])"
9993,0,"array([21.45112374,  1.38248954])"
9994,0,"array([ 32.09660712, -16.04343533])"
9995,0,"array([1.22207871e+01, 1.21590388e-02])"
9996,0,"array([ 12.81276057, -28.88939841])"
9997,0,"array([ 13.74439788, -29.03872198])"
9998,1,"array([ 38.81243096, -13.32784922])"
9999,0,"array([ 5.48646947, -9.98638109])"
10000,0,"array([-6.4799978 , 17.48239613])"
10001,1,"array([13.94730427, -1.91243683])"
10002,1,"array([ 4.35960397, 12.53545151])"
10003,1,"array([ 18.89524627, -34.64460539])"
10004,1,"array([-10.51829044,  -6.95390504])"
10005,0,"array([ 7.85705071, -9.47669175])"
10006,0,"array([21.74667077, 11.50026832])"
10007,0,"array([ 7.71499202, -5.06342883])"
10008,0,"array([15.95537528,  3.17709981])"
10009,0,"array([ 33.98885185, -14.46789504])"
10010,0,"array([ 27.87143807, -33.54281302])"
10011,0,"array([38.22099975, -7.56768888])"
10012,0,"array([  3.74219183, -23.60212515])"
10013,1,"array([  2.65497396, -19.15594107])"
10014,1,"array([-12.48801734,  -1.94791557])"
10015,0,"array([-16.1421331 ,  -0.52439258])"
10016,1,"array([ -9.14261612, -11.96495951])"
10017,1,"array([40.10237459, -5.26749191])"
10018,0,"array([36.86073151, -6.9709584 ])"
10019,1,"array([10.58859968, 15.67040755])"
10020,0,"array([15.28140856, -8.85351732])"
10021,0,"array([28.30956089, -9.69824367])"
10022,0,"array([24.01068776, -4.94953661])"
10023,0,"array([ -5.0085176 , -13.91807143])"
10024,0,"array([24.81308653, 12.53181164])"
10025,0,"array([  5.45378911, -10.40109563])"
10026,0,"array([10.44892285,  3.04343957])"
10027,0,"array([ 31.7440918 , -29.85497637])"
10028,1,"array([ 35.5327927 , -15.27854246])"
10029,1,"array([43.23971857, -6.40076127])"
10030,1,"array([-13.6474464 ,  -9.13079146])"
10031,1,"array([ 36.53902728, -10.6045978 ])"
10032,1,"array([9.94538156, 8.06715745])"
10033,0,"array([8.69333425, 4.80863733])"
10034,0,"array([ 1.87096654, -2.94722532])"
10035,0,"array([ 12.6630582 , -15.33276335])"
10036,0,"array([15.0685087 ,  0.86181246])"
10037,0,"array([-0.74351153, -6.87243843])"
10038,1,"array([ 37.85276228, -14.13157216])"
10039,1,"array([-7.37270474, -9.63534026])"
10040,1,"array([-7.60370831, -8.25243763])"
10041,1,"array([-12.88947462, -12.77726088])"
10042,1,"array([ -33.11870367, -113.27968326])"
10043,0,"array([ -33.59890584, -114.04956825])"
10044,0,"array([21.83700286, 17.29617686])"
10045,1,"array([24.21166457, 20.60286496])"
10046,0,"array([ 9.0121017 , -7.16076253])"
10047,1,"array([ -2.83885669, -11.5901341 ])"
10048,0,"array([ 13.73817068, -19.28765028])"
10049,0,"array([ 31.87194435, -14.34759192])"
10050,0,"array([  3.20877283, -16.83582359])"
10051,1,"array([ -8.45828571, -12.67230892])"
10052,1,"array([ 27.40340244, -25.3006834 ])"
10053,0,"array([  1.78774648, -10.11447203])"
10054,0,"array([18.52866138, -6.50315027])"
10055,0,"array([12.43933486, -7.0281331 ])"
10056,1,"array([  9.36775467, -14.81780738])"
10057,0,"array([13.22720405, -6.19236794])"
10058,1,"array([ 9.80346556, 17.50784603])"
10059,1,"array([ 16.38653871, -25.02944906])"
10060,1,"array([ 4.65871047, 16.13760114])"
10061,1,"array([38.24960466, -2.30650455])"
10062,0,"array([3.17523097, 1.5279334 ])"
10063,0,"array([  1.44654  , -10.8870391])"
10064,0,"array([13.89254274, -3.97709331])"
10065,0,"array([ 9.27414583, -5.35548167])"
10066,0,"array([13.76601358, -5.27114945])"
10067,0,"array([ 8.70321498, 18.5279515 ])"
10068,1,"array([-14.71802924,  -9.64671763])"
10069,0,"array([  1.31193263, -12.39790643])"
10070,0,"array([47.18644419, -6.16922594])"
10071,1,"array([ 29.59902139, -24.7571737 ])"
10072,0,"array([18.42220044,  2.4293653 ])"
10073,0,"array([22.8502144 , -4.55460772])"
10074,0,"array([ 24.19590827, -16.92704288])"
10075,0,"array([22.60698373, 11.22322315])"
10076,0,"array([10.71965162, 14.98532843])"
10077,1,"array([ 7.47365775, 10.96917204])"
10078,0,"array([22.36969091,  7.41797041])"
10079,0,"array([-12.79364619, -11.02104324])"
10080,1,"array([21.80490045, -0.34353329])"
10081,1,"array([-108.6520012 ,  -31.56028029])"
10082,0,"array([-109.53022048,  -31.75034308])"
10083,1,"array([ 27.06012222, -28.86603908])"
10084,1,"array([ -9.78950781, -10.2058163 ])"
10085,1,"array([20.52362495, -9.50144532])"
10086,1,"array([ 13.3812997 , -32.57879103])"
10087,0,"array([ 14.60943574, -26.77418963])"
10088,1,"array([-22.14226629, -14.48036875])"
10089,0,"array([ -3.45396029, -21.70702006])"
10090,1,"array([-1.13129607,  5.25564585])"
10091,0,"array([-10.51388294,   4.87925965])"
10092,0,"array([-10.76284453,   4.25431502])"
10093,0,"array([ 2.62754148, 19.41770837])"
10094,0,"array([ 19.75162626, -16.75641834])"
10095,1,"array([ 31.46938422, -20.11419665])"
10096,1,"array([15.28669847, -5.38773445])"
10097,1,"array([15.59848379, -4.72802479])"
10098,1,"array([ 5.99641887, 11.18346287])"
10099,1,"array([17.01433297, -2.92996298])"
10100,1,"array([ -8.5054269 , 102.19177856])"
10101,0,"array([ -9.14389387, 101.53863373])"
10102,1,"array([39.88069258, -6.06752158])"
10103,1,"array([25.3703973 , 20.60688356])"
10104,1,"array([ 24.65525766, -21.83440777])"
10105,0,"array([  9.68298787, -11.70112404])"
10106,0,"array([24.43173815,  6.72825295])"
10107,0,"array([ 3.19881925, 12.55714695])"
10108,0,"array([ 4.19935776, 13.67121431])"
10109,0,"array([23.35951915, -4.59040962])"
10110,0,"array([16.51482014, -3.25530935])"
10111,0,"array([21.62015075, -4.8587424 ])"
10112,0,"array([14.3203499 ,  1.11670558])"
10113,0,"array([  6.8561629 , -11.87257182])"
10114,1,"array([-57.09669324,  97.35716688])"
10115,0,"array([-57.02515586,  98.25983274])"
10116,1,"array([-4.8084196 , -9.93713682])"
10117,1,"array([ 0.98772936, 10.22600743])"
10118,1,"array([ 2.27518418, 16.26222075])"
10119,1,"array([ 27.74641143, -28.19543079])"
10120,1,"array([-13.77248137, -13.58365568])"
10121,0,"array([ -9.8158862, -10.8074842])"
10122,1,"array([13.24496328,  6.57122228])"
10123,1,"array([ 23.95737675, -20.39853796])"
10124,0,"array([20.91240968, 17.52598957])"
10125,0,"array([ 5.51087181, -2.03353899])"
10126,0,"array([8.44799841, 3.40322787])"
10127,0,"array([34.72348563,  2.32575145])"
10128,0,"array([ 38.949661  , -12.29115609])"
10129,1,"array([ 33.00822144, -21.18863689])"
10130,1,"array([8.35522266, 5.90047806])"
10131,0,"array([ 3.21908868, 10.68521859])"
10132,1,"array([38.36661533, -3.03311156])"
10133,1,"array([43.3900153 , -2.04361106])"
10134,1,"array([ 36.33925562, -16.02418476])"
10135,0,"array([ 33.23251801, -12.32265934])"
10136,0,"array([38.93670959, -8.50177134])"
10137,0,"array([-0.96395822, -7.15983915])"
10138,0,"array([-2.35724166, -2.91977087])"
10139,0,"array([16.02953332, 22.02972781])"
10140,0,"array([ 26.45980916, -26.16102715])"
10141,1,"array([25.88299143,  0.92318142])"
10142,1,"array([13.91556367, -6.38747439])"
10143,1,"array([28.65814023, 10.25564715])"
10144,1,"array([  7.00705821, -15.40736413])"
10145,0,"array([  9.88192328, -10.17894402])"
10146,0,"array([16.32786401, 14.36310139])"
10147,0,"array([35.77406731,  3.80644874])"
10148,0,"array([20.24614067, -5.24684951])"
10149,0,"array([21.76021799, -4.65682111])"
10150,1,"array([3.35966119, 8.97670729])"
10151,0,"array([ 23.17675782, -17.04402169])"
10152,0,"array([ 12.9060667 , -36.42244809])"
10153,1,"array([25.01272177, 12.04058887])"
10154,1,"array([ -8.46714994, -11.8665163 ])"
10155,1,"array([ 19.52898727, -34.40831226])"
10156,1,"array([14.22427871, -4.45994982])"
10157,1,"array([24.31048052,  4.92979937])"
10158,1,"array([ -8.27361612, -10.19568539])"
10159,1,"array([ 12.14002383, -10.78134938])"
10160,0,"array([ 11.36909596, -11.16688804])"
10161,0,"array([18.88986052, 17.52382225])"
10162,0,"array([12.11232402,  5.52930986])"
10163,0,"array([30.71549277, -7.84543429])"
10164,0,"array([21.27555443, -6.78691147])"
10165,0,"array([15.36946722, 10.81882361])"
10166,0,"array([-6.41627824,  7.59519405])"
10167,1,"array([133.2670718,  -1.126178 ])"
10168,0,"array([132.52279208,  -1.72753263])"
10169,0,"array([ 34.5617136 , -12.70834738])"
10170,1,"array([13.20440692, -2.71340035])"
10171,0,"array([13.83168983,  3.68443631])"
10172,1,"array([9.00774265, 5.42063616])"
10173,1,"array([18.5393358 , -2.27544294])"
10174,0,"array([12.91615933, 11.62709125])"
10175,0,"array([ 5.73364832, 16.8900568 ])"
10176,0,"array([ -7.31145835, -10.81907702])"
10177,1,"array([  0.92572368, -29.40396322])"
10178,1,"array([-79.28046829, -78.95551067])"
10179,0,"array([-78.49824223, -79.40782839])"
10180,1,"array([ 11.83213325, -25.26063028])"
10181,1,"array([27.02116197, -1.09515355])"
10182,1,"array([ 13.92954557, -14.01607495])"
10183,1,"array([27.00656971,  5.76242946])"
10184,0,"array([ 9.44515299, -0.58060589])"
10185,0,"array([19.81430444,  3.27935028])"
10186,0,"array([25.96942586,  5.66794257])"
10187,0,"array([22.24394001, -7.5850711 ])"
10188,0,"array([ 31.09901608, -26.15853164])"
