# index, male, _pos
14387,0,"array([21.71165247,  7.70193281])"
14388,0,"array([19.59066576, 10.39219444])"
14389,0,"array([30.16072883,  5.55365704])"
14390,1,"array([16.38786539,  9.57422511])"
14391,0,"array([15.39280897, 14.98310921])"
14392,1,"array([23.20850083, -9.11007902])"
14393,0,"array([20.28052524,  2.35697625])"
14394,0,"array([19.66398914, -0.07344063])"
14395,0,"array([35.83144522, -7.9948748 ])"
14396,1,"array([ -33.19613455, -105.12679884])"
14397,0,"array([ -34.06350988, -104.87624839])"
14398,0,"array([ 10.70712408, -15.27521638])"
14399,1,"array([ 31.85504841, -11.46414499])"
14400,1,"array([ 3.83638678, 26.63118878])"
14401,1,"array([ -0.77897891, -11.56806626])"
14402,1,"array([45.84062425,  3.02202956])"
14403,0,"array([22.2256462 , -7.92395366])"
14404,0,"array([6.26285445, 0.83898145])"
14405,1,"array([103.45925223,  63.95412456])"
14406,0,"array([102.63355395,  64.31132527])"
14407,1,"array([35.9582671 , -0.58464497])"
14408,1,"array([ 16.90607517, -13.99643794])"
14409,1,"array([ 30.28468116, -27.97765403])"
14410,0,"array([25.8971203 , -1.76275751])"
14411,0,"array([-12.5043462 , -12.97387253])"
14412,0,"array([-2.34172838, 19.056128  ])"
14413,1,"array([24.22175909, -1.15310061])"
14414,1,"array([ 21.79785201, -37.86421707])"
14415,1,"array([93.05240496, 84.50877802])"
14416,0,"array([93.92697667, 84.75030289])"
14417,1,"array([ 27.22533029, -24.56259028])"
14418,1,"array([-55.50787668,  84.47002166])"
14419,1,"array([-55.41145999,  82.7912806 ])"
14420,1,"array([29.16401659, -0.17455004])"
14421,0,"array([24.49050377, -1.59410702])"
14422,1,"array([20.69105055, -4.42770346])"
14423,1,"array([-10.5905585 ,  -5.74611132])"
14424,0,"array([18.58635543,  5.69349636])"
14425,0,"array([14.8346951 , -5.99129318])"
14426,0,"array([ 32.95100368, -27.42930555])"
14427,0,"array([19.03511819, -5.79672188])"
14428,0,"array([37.52095254, -4.02051837])"
14429,0,"array([37.10103656, -4.24898445])"
14430,1,"array([ -4.17992439, -18.54200954])"
14431,0,"array([ -1.93847464, -14.62243527])"
14432,1,"array([36.01380095, -2.83061778])"
14433,1,"array([20.53262768, 12.97874802])"
14434,0,"array([22.27156037, 12.22157956])"
14435,1,"array([-11.23783344, -12.84052383])"
14436,1,"array([35.56268018, -0.0941992 ])"
14437,1,"array([ 27.91484386, -23.43345186])"
14438,0,"array([23.09819668, -7.92384541])"
14439,0,"array([ 9.73240968, -3.96775155])"
14440,0,"array([22.97949212, 11.0655429 ])"
14441,0,"array([22.16141664, -5.69598796])"
14442,0,"array([ 7.46894412, 19.11757797])"
14443,1,"array([  6.393833  , -15.92426808])"
14444,1,"array([ 24.62354577, -25.84711834])"
14445,1,"array([ 7.00993993, 16.73341755])"
14446,1,"array([  14.47840302, -136.94526507])"
14447,0,"array([  14.06084752, -136.14176891])"
14448,0,"array([23.05014804,  2.53665237])"
14449,0,"array([11.45384589, -3.8731128 ])"
14450,0,"array([24.79286533,  1.49960423])"
14451,0,"array([19.39034087, -5.75070924])"
14452,0,"array([-7.44490207, -6.00485823])"
14453,0,"array([22.69720028,  0.36435881])"
14454,0,"array([18.03130131, 18.08330406])"
14455,1,"array([13.14062415, 10.12594852])"
14456,1,"array([ 10.51173775, -27.18404043])"
14457,0,"array([20.53763324,  4.28836794])"
14458,0,"array([14.89075479,  1.50962932])"
14459,0,"array([23.55329054, 26.47604479])"
14460,0,"array([  9.6494768, -13.6154946])"
14461,1,"array([15.58283048, -3.15865732])"
14462,1,"array([ 14.50216451, -38.3040427 ])"
14463,0,"array([39.04691334, -8.78945908])"
14464,0,"array([13.90176643, -3.67883876])"
14465,0,"array([16.05493777,  9.79845801])"
14466,0,"array([11.94466392, -4.25945237])"
14467,0,"array([45.35421223, -8.0831031 ])"
14468,1,"array([ 30.26863941, -10.3042053 ])"
14469,1,"array([ 20.1488764 , -10.74765517])"
14470,0,"array([17.63424621, -0.84231512])"
14471,1,"array([ 39.84290973, -14.38595334])"
14472,1,"array([ 5.2263031, 14.0320993])"
14473,0,"array([18.37102458, 10.78769586])"
14474,0,"array([10.37588528, -9.20242744])"
14475,0,"array([ -8.4333475 , -13.00543165])"
14476,0,"array([ 13.66696637, -21.46098776])"
14477,0,"array([  4.53993686, -29.0767627 ])"
14478,0,"array([16.93937507, 13.0226242 ])"
14479,0,"array([  7.60972903, -20.77272572])"
14480,1,"array([  0.61939563, -23.12551427])"
14481,1,"array([ 19.01356868, -19.29272759])"
14482,0,"array([ 17.22596415, -15.1215044 ])"
14483,1,"array([ 37.72657709, -12.14613206])"
14484,1,"array([-90.62533969,   7.26206407])"
14485,0,"array([-90.85948886,   8.1369741 ])"
14486,1,"array([ 28.03866337, -27.86328269])"
14487,1,"array([12.35151099,  9.56820982])"
14488,1,"array([ 36.63574429, -18.27467047])"
14489,0,"array([ 36.97767505, -21.19418298])"
14490,1,"array([ 28.54476106, -27.81659178])"
14491,0,"array([3.84091415, 0.37101321])"
14492,0,"array([-6.82630845, -3.66883444])"
14493,0,"array([14.3604509 , -9.42278901])"
14494,0,"array([ 5.85925616, 10.59728281])"
14495,0,"array([16.66947888, -7.67480258])"
14496,1,"array([  2.09350121, -22.70594928])"
14497,1,"array([   4.84230443, -136.0089087 ])"
14498,0,"array([   4.88940873, -135.03621176])"
14499,1,"array([ 9.8069346 , -5.30047108])"
14500,1,"array([19.79157116, 20.38575199])"
14501,0,"array([5.83347572, 8.84773362])"
14502,0,"array([25.10756804, -2.56625151])"
14503,1,"array([77.74653045, 99.56193932])"
14504,0,"array([78.64043235, 99.44522585])"
14505,1,"array([ 10.90154075, -24.82787333])"
14506,1,"array([22.08425393, 16.05935652])"
14507,1,"array([116.28334769, -68.00732837])"
14508,0,"array([117.02834555, -68.25818984])"
14509,1,"array([25.52166261,  2.47466702])"
14510,0,"array([37.45243967,  0.74247866])"
14511,0,"array([18.30029152, 14.41539273])"
14512,0,"array([  3.83627809, -20.49315356])"
14513,0,"array([ 19.04048674, -24.93156793])"
14514,0,"array([ 17.95906689, -20.22611188])"
14515,0,"array([ 2.69475139, -5.41857652])"
14516,0,"array([ 38.09412301, -15.34144674])"
14517,0,"array([ -5.04839546, -18.09981354])"
14518,1,"array([35.55113114,  1.65891191])"
14519,1,"array([ 29.78814468, -41.86051323])"
14520,1,"array([29.65881078,  7.38500376])"
14521,1,"array([ 22.10854954, -14.74338555])"
14522,1,"array([ 5.81164102, 15.67656845])"
14523,1,"array([18.05057435, -3.10333403])"
14524,0,"array([  9.12818304, -11.73956319])"
14525,0,"array([  5.41442587, -13.09112053])"
14526,1,"array([ 22.25187765, -12.69047262])"
14527,1,"array([30.1282094 , -4.78395278])"
14528,1,"array([ 43.26602244, -10.21440024])"
14529,1,"array([-16.63825981, -13.98426087])"
14530,0,"array([-12.77463964, -12.34716039])"
14531,1,"array([27.33222295, 27.86236469])"
14532,1,"array([ 19.34954104, -18.99693738])"
14533,0,"array([ -5.1068816, -17.4443969])"
14534,1,"array([27.85060415,  3.93995406])"
14535,1,"array([18.2794074,  0.5809384])"
14536,1,"array([ 13.47960529, -17.04315335])"
14537,1,"array([ 43.59406466, -22.99400509])"
14538,1,"array([16.61586375, -8.38623285])"
14539,0,"array([ 19.66693039, -11.85378357])"
14540,0,"array([12.80741152, -9.59824583])"
14541,1,"array([28.19863867, -0.61698539])"
14542,0,"array([ -8.337244  , -18.96478218])"
14543,0,"array([-3.92953966, -5.27946986])"
14544,0,"array([ 23.98787435, -23.13611811])"
14545,1,"array([17.32617988, 24.05883829])"
14546,0,"array([16.54427989, 19.85141983])"
14547,0,"array([23.09825015, 10.33352451])"
14548,0,"array([ 19.90682198, -27.16383227])"
14549,0,"array([ 18.86745926, -10.65336087])"
14550,0,"array([22.82029968, -5.08215797])"
14551,0,"array([ 17.52530594, -18.5060654 ])"
14552,0,"array([22.73953628, 20.56683994])"
14553,1,"array([  5.78830076, -20.06736919])"
14554,1,"array([-103.21925317,   14.94354879])"
14555,0,"array([-102.75870474,   15.71826539])"
14556,0,"array([17.98919195,  8.4747004 ])"
14557,0,"array([17.65059588, -6.8848594 ])"
14558,0,"array([17.28074885, -4.5037085 ])"
14559,1,"array([28.80278107, -4.39611515])"
14560,1,"array([38.56573271,  5.88627587])"
14561,1,"array([ 15.80705174, -28.37390002])"
14562,1,"array([1.37661014, 7.61857553])"
14563,1,"array([ 38.90264948, -23.42068137])"
14564,0,"array([34.70780451, -7.90313077])"
14565,0,"array([21.69377724, 10.50758971])"
14566,0,"array([17.59083009, -2.03305366])"
14567,0,"array([ 18.86417398, -33.72156022])"
14568,0,"array([ 17.68343585, -12.95300097])"
14569,1,"array([126.39693383,  27.75858187])"
14570,0,"array([125.45208478,  27.82291894])"
14571,1,"array([20.31166111, -2.67509446])"
14572,0,"array([ 30.71235168, -44.32966288])"
14573,1,"array([15.99911543, 24.24941812])"
14574,0,"array([16.37863198, 18.65808442])"
14575,1,"array([14.48245051, -5.23624919])"
14576,1,"array([ 40.78565489, -15.85036401])"
14577,1,"array([ 21.74034928, -23.22318877])"
14578,1,"array([ 15.78905764, -26.55465871])"
14579,1,"array([ 26.59739297, -24.43637908])"
14580,1,"array([39.65052858,  3.08145923])"
14581,1,"array([39.92728359, -1.30483628])"
14582,1,"array([39.94906149,  4.77286282])"
14583,1,"array([134.31575579,  16.07893452])"
14584,0,"array([133.46190517,  16.32814967])"
14585,0,"array([44.02528913, -7.41733607])"
14586,0,"array([11.42764515, 13.79475487])"
14587,0,"array([ 16.9795945 , -23.63840867])"
14588,0,"array([12.50925845, 12.39845458])"
14589,0,"array([ 17.9373791 , -18.66830228])"
14590,0,"array([17.36585486, -7.85105951])"
14591,0,"array([127.32663822,  27.6066211 ])"
14592,0,"array([ 6.0923905, 16.0402243])"
14593,1,"array([ 5.45981769, 15.59599036])"
14594,1,"array([-10.91956817, -13.98243958])"
14595,1,"array([-9.74004916, -7.62340186])"
14596,1,"array([40.32792298, -5.9718869 ])"
14597,1,"array([ 40.38446955, -21.07805311])"
14598,1,"array([ 17.9937947 , -11.13943791])"
14599,0,"array([ 21.2107497, -15.4406705])"
14600,1,"array([ 27.41641224, -29.17458334])"
14601,0,"array([3.30231493, 2.1682944 ])"
14602,0,"array([  2.43495071, -20.85128361])"
14603,1,"array([17.47160622,  7.00551798])"
14604,1,"array([26.66286367, 28.17743672])"
14605,0,"array([ 9.34201   , 13.76390561])"
14606,0,"array([18.60243745, -8.72426891])"
14607,0,"array([15.238653  , -8.57521366])"
14608,0,"array([ -0.89558489, -26.3821506 ])"
14609,1,"array([  1.03693841, -28.4675129 ])"
14610,1,"array([  0.78887734, -30.29354507])"
14611,1,"array([  3.36174487, -32.55374435])"
14612,1,"array([  2.51813898, -29.63685772])"
14613,0,"array([ 23.64204357, -14.05694114])"
14614,0,"array([34.98043751, -9.20947684])"
14615,0,"array([16.07029782, -5.05840295])"
14616,0,"array([  6.43616189, -12.33839763])"
14617,0,"array([  1.63415415, -28.41217147])"
14618,1,"array([27.80839315,  3.09849136])"
14619,1,"array([21.47662871, -4.62398349])"
14620,1,"array([ 4.78575978, 20.84606167])"
14621,0,"array([ 43.85648151, -14.25898657])"
14622,0,"array([30.0445099,  4.2925904])"
14623,1,"array([29.61055277, -8.69621726])"
14624,0,"array([ 19.02240791, -10.9709414 ])"
14625,1,"array([ 27.85517592, -25.24225081])"
14626,0,"array([ 25.71000815, -21.49553564])"
14627,1,"array([31.28118578, 12.33502591])"
14628,0,"array([28.15979568,  8.74968715])"
14629,1,"array([ 11.34142092, -19.10166093])"
14630,0,"array([ 19.90211693, -14.71771295])"
14631,0,"array([32.20023133, -9.30583842])"
14632,0,"array([34.1121022 ,  8.39591949])"
14633,1,"array([18.01722538, 14.48397174])"
14634,1,"array([-10.76031565, -12.12144863])"
14635,1,"array([  2.8824799 , -28.10449853])"
14636,1,"array([-8.28488889, -6.50666622])"
14637,1,"array([12.91723443, 20.50912196])"
14638,1,"array([21.95291209, 29.40915987])"
14639,0,"array([21.31966236, 25.95212164])"
14640,0,"array([16.95026821, -7.66355766])"
14641,0,"array([21.12522513,  2.48175429])"
14642,0,"array([16.67283588, -2.84230681])"
14643,1,"array([5.60510919, 0.18882732])"
14644,1,"array([ 22.64045414, -14.51258679])"
14645,0,"array([ 17.00383838, -29.98323054])"
14646,0,"array([ 14.37319395, -10.78243447])"
14647,0,"array([ 16.82266827, -33.43946966])"
14648,1,"array([22.86693622,  8.88945192])"
14649,0,"array([-22.28025938, -28.85947867])"
14650,1,"array([ 7.22295031, 14.86370445])"
14651,1,"array([1.84004511, 3.16722725])"
14652,1,"array([18.39152734, 15.41868653])"
14653,0,"array([23.79378391, 12.96434453])"
14654,0,"array([ 7.30956743, -8.25724048])"
14655,0,"array([  6.77178754, -12.19029203])"
14656,1,"array([15.94886698,  3.47600784])"
14657,1,"array([ 14.29583808, -10.48399938])"
14658,1,"array([-4.94767158, -0.35315287])"
14659,1,"array([ 5.11105555, 15.73114341])"
14660,1,"array([  3.26341911, -30.27577311])"
14661,0,"array([12.39129617, -5.69526789])"
14662,0,"array([15.14303179,  5.67953417])"
14663,0,"array([15.7797922 , 14.76776832])"
14664,0,"array([18.767657, -9.637784])"
14665,0,"array([18.38846052,  7.31966318])"
14666,0,"array([ 19.43931928, -10.96512049])"
14667,0,"array([ 28.67824967, -32.78907285])"
14668,1,"array([-16.79982623,   1.38414382])"
14669,0,"array([-13.44186503,   0.02312067])"
14670,1,"array([-9.20106716, -9.64198001])"
14671,0,"array([20.67075165, 11.27915893])"
14672,0,"array([ 7.5157539 , -7.07366521])"
14673,0,"array([28.01396015,  5.0405117 ])"
14674,1,"array([21.07986902, -2.68850664])"
14675,1,"array([ -7.1327432 , -11.20501289])"
14676,1,"array([ 1.9298784 , 13.94705028])"
14677,1,"array([16.97010101, -3.71812286])"
14678,1,"array([29.34668168,  6.92682796])"
14679,1,"array([22.27928031, -0.02643429])"
14680,1,"array([ 9.54665008, 19.87379825])"
14681,1,"array([17.66603551,  8.43653969])"
14682,1,"array([25.63309746, 14.59202179])"
14683,1,"array([ 36.17424222, -19.95046676])"
14684,0,"array([ 8.61540231, 12.94869943])"
14685,0,"array([12.15987483, 13.81062305])"
14686,0,"array([13.93938895, -4.25360069])"
14687,0,"array([4.40021795, 0.68517109])"
14688,0,"array([21.72321763, -1.08748106])"
14689,0,"array([ 7.31182585, 25.58358891])"
14690,1,"array([ -9.24515186, -13.0552453 ])"
14691,1,"array([ 1.57751447, 10.10250274])"
14692,1,"array([14.41620486, -4.53578689])"
14693,1,"array([38.56090889, -8.89825801])"
14694,1,"array([40.72082499, -8.35844413])"
14695,0,"array([ 7.59157581, 13.00097527])"
14696,0,"array([ 14.37343282, -16.78587715])"
14697,0,"array([ 19.05446865, -23.0992708 ])"
14698,0,"array([20.47604952, -6.50606647])"
14699,1,"array([12.89059271,  7.39579235])"
14700,1,"array([27.84996899, -3.05498099])"
14701,1,"array([20.61027302, 16.28425329])"
14702,1,"array([17.65765816, 10.56401948])"
14703,1,"array([ 16.88282338, -22.41601992])"
14704,1,"array([ 27.94924431, -29.34032294])"
14705,1,"array([16.68797429, 12.62786965])"
14706,1,"array([25.45004673, -7.01277785])"
14707,0,"array([ 4.17054468, 18.00426024])"
14708,0,"array([ 6.66749037, -0.72763868])"
14709,0,"array([  8.03524263, -20.71889621])"
14710,0,"array([123.82780464,  56.83663873])"
14711,0,"array([ 8.61382643, 10.53956795])"
14712,0,"array([39.54135201,  1.06760604])"
14713,1,"array([-11.03866286, -11.22953538])"
14714,1,"array([41.42686098,  1.56495434])"
14715,1,"array([ 24.85409527, -24.52403084])"
14716,1,"array([30.8514413 , -2.47575349])"
14717,0,"array([ 4.70375626, -6.90666778])"
14718,0,"array([ 14.2727082 , -17.33428855])"
14719,0,"array([ 11.13625717, -24.41914546])"
14720,0,"array([22.82035842, 26.47863743])"
14721,1,"array([-17.06210357, -10.75222673])"
14722,1,"array([ 32.86862785, -10.1635984 ])"
14723,0,"array([ 3.00080144, -7.31885606])"
14724,0,"array([36.68309752, -0.71074721])"
14725,0,"array([ 36.11449991, -15.22657888])"
14726,1,"array([ 3.36290916, 24.00134196])"
14727,0,"array([ 4.73360998, 20.20669664])"
14728,1,"array([ 33.50446117, -17.19391699])"
14729,1,"array([ 8.76236069, 19.51348869])"
14730,1,"array([-89.59103652, -71.74823635])"
14731,0,"array([-89.24805832, -70.9198723 ])"
14732,0,"array([15.12054414,  0.32272838])"
14733,0,"array([ 9.19634743e-04, -5.37117634e+00])"
14734,1,"array([17.50929452, -2.95180854])"
14735,0,"array([ 19.83036714, -14.20478065])"
14736,1,"array([-10.90237892,  -2.10436471])"
14737,1,"array([38.53449749, -7.71600279])"
14738,0,"array([  3.76859638, -16.46531549])"
14739,0,"array([16.20330307,  4.12876089])"
14740,0,"array([  5.57142058, -27.52116709])"
14741,0,"array([5.3969559 , 1.31793311])"
14742,1,"array([ 40.25896955, -10.38707937])"
14743,1,"array([39.74921905, -0.27673411])"
14744,1,"array([39.69764366, -0.71640687])"
14745,1,"array([  0.70145968, -35.82948709])"
14746,1,"array([ 46.87254797, 108.90912795])"
14747,0,"array([ 47.70935001, 109.25809754])"
14748,1,"array([ 3.71567062, 15.21886164])"
14749,1,"array([ 5.68846532, 13.26820593])"
14750,1,"array([46.81528184,  4.37159051])"
14751,1,"array([31.87780719,  5.60186828])"
14752,0,"array([13.04013664,  3.32570362])"
14753,0,"array([ 20.23570322, -14.48468277])"
14754,0,"array([21.42954736, -3.21042463])"
14755,0,"array([18.6154107 , -5.89081256])"
14756,0,"array([ 32.34372474, -10.07529574])"
14757,1,"array([17.527395  , -3.99471575])"
14758,1,"array([37.98430117,  2.18700713])"
14759,1,"array([-96.94513249,   8.04260551])"
14760,0,"array([-96.74732535,   8.90975418])"
14761,1,"array([23.16560369, 28.76364985])"
14762,1,"array([ 17.43950055, -11.38079382])"
14763,1,"array([ 25.8129235 , -28.50155986])"
14764,0,"array([38.8329045 , -9.18911633])"
14765,0,"array([12.95232076, 13.64857825])"
14766,0,"array([22.20084238, 13.43328686])"
14767,0,"array([33.52501941,  4.63770051])"
14768,1,"array([24.65167641,  6.97429714])"
14769,1,"array([23.69149613, 21.88050788])"
14770,1,"array([15.71788889, 11.04519246])"
14771,1,"array([22.57311916, 11.57060283])"
14772,0,"array([11.22878716, -7.44397872])"
14773,0,"array([13.47665285, -6.06212465])"
14774,0,"array([18.23459938, -9.78522558])"
14775,0,"array([ 2.77233073, 20.03549033])"
14776,0,"array([21.45953408, -6.30693509])"
14777,0,"array([  4.25782808, -15.82280455])"
14778,1,"array([30.89841671,  4.47200971])"
14779,0,"array([33.08179188,  6.51904035])"
14780,0,"array([16.35495096, -7.6112449 ])"
14781,1,"array([ -5.58534246, -12.61410555])"
14782,0,"array([ -8.42837003, -16.59833459])"
14783,1,"array([11.83410784,  6.91816811])"
14784,1,"array([ 74.75661387, -98.79010485])"
14785,0,"array([ 74.78649461, -99.69212878])"
14786,1,"array([ 26.78033005, -23.33916284])"
14787,1,"array([ 20.500851  , -12.08358585])"
14788,0,"array([16.32800761, 10.68219268])"
14789,0,"array([  6.87185253, -22.26998109])"
14790,0,"array([19.6186295 , -5.27176149])"
14791,1,"array([23.41033704, 10.5085376 ])"
